SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 66.2800, 6628, -0.05143356, 0.08686101, -1.13954520, -9.34967518, -14.04197216, 5.52801609, -174.51037598, -122.36187744, -42.56065369, -5.86390686, 1.99566519, -104.35411072, 0.61303174, 0.01762364, -0.05106270, 0.78820950, 0.08711500, 0.01460613, 0.14534679, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.2900, 6629, -0.05447951, 0.07487220, -1.08783340, -11.46005917, -12.74354553, 4.46971226, -174.51037598, -122.36187744, -42.56065369, -5.97656107, 1.87351644, -104.29647064, 0.61337757, 0.01909335, -0.05117602, 0.78789872, 0.08795343, 0.02843784, 0.09374796, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.3000, 6630, -0.04875593, 0.06181628, -1.06063247, -12.70245934, -11.17160988, 4.12809324, -174.15960693, -121.48494720, -41.15755463, -6.10190821, 1.76676166, -104.24364471, 0.61368948, 0.02052297, -0.05145824, 0.78760159, 0.08026809, 0.04359230, 0.06670328, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.3100, 6631, -0.03572810, 0.04950012, -1.04205978, -13.02579594, -9.37828541, 4.62390089, -173.83805847, -122.21572876, -40.95293808, -6.23048210, 1.67848814, -104.18756104, 0.61402541, 0.02184436, -0.05185949, 0.78727770, 0.06556751, 0.05813934, 0.04831792, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.3200, 6632, -0.01694928, 0.03685020, -1.02676511, -11.98542881, -6.81535101, 5.65243053, -173.54574585, -121.80648804, -42.85296631, -6.28842258, 1.58489299, -104.14992523, 0.61424470, 0.02281563, -0.05174958, 0.78708643, 0.04538865, 0.07266858, 0.03318748, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.3300, 6633, 0.00695914, 0.02490472, -1.01837504, -9.82898808, -3.14560866, 7.34488726, -175.50424194, -122.50803375, -41.71294785, -6.38461637, 1.56174040, -104.07341766, 0.61474347, 0.02352536, -0.05227073, 0.78664148, 0.02038451, 0.08565883, 0.02488233, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.3400, 6634, 0.02368691, 0.01939462, -1.00947392, -7.53837681, 0.94859350, 8.87140751, -175.50424194, -122.50803375, -41.71294785, -6.45761633, 1.58109200, -103.98629761, 0.61533225, 0.02382417, -0.05285735, 0.78613275, 0.00371581, 0.09259238, 0.01614215, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.3500, 6635, 0.03710765, 0.01546614, -0.99668044, -5.08518124, 5.64703321, 10.55008316, -178.45658875, -123.94036865, -43.08681488, -6.50570011, 1.64911425, -103.88781738, 0.61601895, 0.02366116, -0.05353142, 0.78555417, -0.00885634, 0.09751475, 0.00348511, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.3600, 6636, 0.04907142, 0.01146225, -0.98583752, -3.53524327, 11.08510399, 11.88402176, -175.35807800, -122.94650269, -41.27447891, -6.53790808, 1.77274787, -103.78227997, 0.61677396, 0.02303578, -0.05439422, 0.78492081, -0.01901145, 0.10215071, -0.00723255, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.3700, 6637, 0.05024917, 0.00881609, -0.97106779, -3.54192472, 16.36997223, 12.22875214, -175.62115479, -122.56649780, -40.77754974, -6.51457310, 1.96060610, -103.70819092, 0.61734277, 0.02165729, -0.05522917, 0.78445435, -0.01741956, 0.10509086, -0.02188051, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.3800, 6638, 0.04497381, 0.00427683, -0.95499665, -4.39928246, 22.06031418, 12.55270004, -175.12423706, -122.44957733, -42.56065369, -6.55496216, 2.19406056, -103.60851288, 0.61808598, 0.02032364, -0.05674243, 0.78379655, -0.00830166, 0.10952955, -0.03782858, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.3900, 6639, 0.04014595, -0.00060038, -0.94392300, -5.78823471, 27.48373032, 12.90880394, -175.12423706, -122.44957733, -42.56065369, -6.60890293, 2.48188019, -103.51166534, 0.61882043, 0.01869206, -0.05864348, 0.78311729, 0.00120535, 0.11521761, -0.04862463, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.4000, 6640, 0.03356653, -0.00420751, -0.92897010, -7.30430126, 32.07399368, 13.29948521, -176.20578003, -122.59573364, -39.54983902, -6.67755508, 2.81584954, -103.41656494, 0.61955041, 0.01682647, -0.06089615, 0.78241038, 0.01332406, 0.11989437, -0.06320682, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.4100, 6641, 0.02518638, -0.00715207, -0.90633434, -8.46159077, 35.35616302, 14.04296303, -174.33499146, -124.37883759, -39.37445068, -6.75703239, 3.18341017, -103.31832123, 0.62030536, 0.01479520, -0.06340572, 0.78165346, 0.02791139, 0.12411626, -0.08537961, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.4200, 6642, 0.00596753, -0.00875535, -0.86752796, -8.66057396, 37.79124451, 14.97132587, -173.75036621, -123.23881531, -40.04676819, -6.80596828, 3.56032228, -103.22682190, 0.62101585, 0.01253489, -0.06576095, 0.78093386, 0.05375470, 0.12694427, -0.12366389, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.4300, 6643, -0.00938428, -0.01171254, -0.83487773, -8.39077473, 38.82633972, 15.79585457, -173.77960205, -122.91727448, -40.22215652, -6.88260555, 3.96464396, -103.11602020, 0.62185603, 0.01025290, -0.06845374, 0.78006673, 0.07587756, 0.13078667, -0.15577659, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.4400, 6644, -0.02202392, -0.01347881, -0.80725694, -7.73145390, 39.34634399, 16.36215782, -173.77960205, -122.91727448, -40.22215652, -6.95153189, 4.37494850, -103.00067902, 0.62272340, 0.00789619, -0.07112941, 0.77916235, 0.09562995, 0.13374159, -0.18275066, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.4500, 6645, -0.02721129, -0.01521475, -0.78783429, -7.09542894, 39.24404144, 16.68777657, -177.02426147, -123.03420258, -40.57293320, -7.01303768, 4.78476572, -102.88237762, 0.62360507, 0.00550973, -0.07375547, 0.77823293, 0.10794782, 0.13653195, -0.20148864, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.4600, 6646, -0.03166713, -0.01298680, -0.77882934, -5.86179590, 38.45079803, 16.87221146, -173.42881775, -122.36187744, -40.36831284, -7.06115246, 5.18704987, -102.76157379, 0.62449640, 0.00310872, -0.07625364, 0.77729028, 0.11945992, 0.13515426, -0.20978780, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.4700, 6647, -0.03953341, -0.01023244, -0.76412475, -4.48648167, 37.32172012, 17.13560486, -172.63957214, -122.77111816, -39.87138367, -7.06687927, 5.55099487, -102.64532471, 0.62534434, 0.00073959, -0.07826096, 0.77641439, 0.13409039, 0.13287503, -0.22380984, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.4800, 6648, -0.05346527, -0.00917227, -0.74578136, -2.95574260, 35.02211380, 17.26724243, -171.87956238, -122.68342590, -40.16369629, -7.08355093, 5.91981983, -102.51647186, 0.62627119, -0.00159002, -0.08037305, 0.77544969, 0.15423247, 0.13177775, -0.24154367, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.4900, 6649, -0.06883124, -0.00884003, -0.72819281, -1.17974389, 31.25120926, 17.31225586, -171.87956238, -122.68342590, -40.16369629, -7.08112907, 6.25129843, -102.38246918, 0.62722051, -0.00376187, -0.08215799, 0.77448726, 0.17564106, 0.13146210, -0.25849509, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.5000, 6650, -0.08982708, -0.00752176, -0.72782314, 0.76179469, 26.75368500, 17.32263184, -174.24729919, -123.09265900, -38.55597687, -7.05792856, 6.53812742, -102.24261475, 0.62819672, -0.00573601, -0.08356486, 0.77353275, 0.20187010, 0.12979877, -0.25832739, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.5100, 6651, -0.09972606, -0.00802626, -0.72600698, 2.29055548, 22.37726784, 17.07630539, -174.36421204, -124.26190948, -39.19906235, -7.01842690, 6.78113985, -102.09960938, 0.62918311, -0.00749671, -0.08462812, 0.77259994, 0.21629518, 0.12966032, -0.25969854, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.5200, 6652, -0.10245996, 0.00245727, -0.72675532, 4.10686302, 17.43178940, 16.50132561, -174.01344299, -122.53726959, -38.43905258, -6.93521214, 6.91237879, -101.95864105, 0.63013822, -0.00873936, -0.08479200, 0.77178991, 0.22244138, 0.11813742, -0.25866881, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.5300, 6653, -0.10809094, 0.01666175, -0.73185760, 5.60312653, 12.35741520, 15.40163708, -172.55187988, -123.85267639, -38.99444580, -6.86226273, 7.05356264, -101.81954193, 0.63107890, -0.00999379, -0.08508225, 0.77097380, 0.23004720, 0.10241833, -0.25350839, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.5400, 6654, -0.11233081, 0.02488794, -0.75352657, 6.85684395, 7.68712616, 13.91086102, -174.65652466, -122.82958221, -39.57907104, -6.77762032, 7.14641142, -101.68953705, 0.63195115, -0.01099193, -0.08503202, 0.77025104, 0.23619108, 0.09277450, -0.23177230, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.5500, 6655, -0.10319226, 0.03169930, -0.78581268, 7.62870836, 2.99729109, 12.33524609, -174.65652466, -122.82958221, -39.57907104, -6.68636370, 7.19064045, -101.56964111, 0.63275003, -0.01170568, -0.08467261, 0.76962399, 0.22813743, 0.08442087, -0.19953224, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.5600, 6656, -0.08399232, 0.03904359, -0.82927281, 8.22844219, -1.44730854, 10.43441677, -172.69804382, -123.64805603, -38.78982544, -6.59078932, 7.18833160, -101.46348572, 0.63345265, -0.01213998, -0.08402932, 0.76910955, 0.20920029, 0.07545757, -0.15622824, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.5700, 6657, -0.07188346, 0.03909860, -0.86276460, 8.99569321, -4.54171085, 8.87691212, -173.37036133, -123.76497650, -38.49751663, -6.45005322, 7.04445601, -101.37271118, 0.63404119, -0.01188135, -0.08230560, 0.76881498, 0.19618532, 0.07354511, -0.12306449, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.5800, 6658, -0.06783327, 0.03575804, -0.88491088, 10.68159771, -6.05042791, 8.08248043, -173.34112549, -123.47266388, -39.14060211, -6.33251762, 6.99332857, -101.28498840, 0.63461542, -0.01212451, -0.08124574, 0.76845008, 0.18992749, 0.07451025, -0.10146298, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.5900, 6659, -0.03603375, 0.05318005, -0.89659488, 13.05754757, -10.23278141, 7.45131063, -174.91961670, -124.14498901, -38.35136032, -6.19154787, 6.89974213, -101.19912720, 0.63517296, -0.01221432, -0.07979536, 0.76813984, 0.15692705, 0.05482367, -0.09017726, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.6000, 6660, -0.05457731, 0.05413233, -0.97003257, 14.70628643, -11.81007862, 6.96982336, -174.91961670, -124.14498901, -38.35136032, -6.03465986, 6.78973818, -101.11663055, 0.63570601, -0.01228631, -0.07814743, 0.76786721, 0.17339699, 0.05124863, -0.01727491, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.6100, 6661, -0.04174562, 0.05805156, -0.96938324, 15.12666035, -12.68545341, 5.95266962, -178.66120911, -125.02191925, -37.94212341, -5.87485075, 6.66974735, -101.04375458, 0.63617420, -0.01231605, -0.07642356, 0.76765245, 0.15872520, 0.04463107, -0.01842799, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.6200, 6662, -0.02793075, 0.06107599, -0.97814536, 15.34345055, -14.76955605, 4.56064081, -173.98420715, -122.85881042, -37.70827103, -5.69686794, 6.45384407, -100.98222351, 0.63656282, -0.01181086, -0.07404719, 0.76757097, 0.14225906, 0.03879838, -0.01026337, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.6300, 6663, -0.01268246, 0.06013996, -0.99730164, 15.18416214, -16.80418968, 2.80534053, -174.27651978, -123.88190460, -36.91902924, -5.54006672, 6.28936052, -100.93757629, 0.63684243, -0.01154692, -0.07209358, 0.76752913, 0.12334353, 0.03681173, 0.00818413, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.6400, 6664, 0.00581404, 0.05884542, -1.03397381, 14.69714165, -17.59859848, 1.07963407, -174.94883728, -123.64805603, -38.38058853, -5.39009857, 6.11520720, -100.90988922, 0.63700944, -0.01119180, -0.07012989, 0.76757771, 0.10186535, 0.03549908, 0.04427534, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.6500, 6665, 0.02790038, 0.05755354, -1.06790352, 13.74001122, -18.05754662, -0.67069745, -174.94883728, -123.64805603, -38.38058853, -5.25163078, 5.93479156, -100.89975739, 0.63706046, -0.01074195, -0.06820623, 0.76771516, 0.07668228, 0.03435059, 0.07764348, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.6600, 6666, 0.05490591, 0.06249769, -1.10452521, 12.92458820, -18.78209114, -2.42779565, -177.93043518, -124.43729401, -36.18824768, -5.12311602, 5.74554777, -100.90699005, 0.63699621, -0.01018773, -0.06629828, 0.76794308, 0.04645471, 0.02716257, 0.11372463, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.6700, 6667, 0.08227305, 0.07021226, -1.13757741, 12.28854275, -20.07285118, -4.11128950, -176.29347229, -125.37269592, -35.13592529, -4.99482393, 5.53723812, -100.93322754, 0.63680446, -0.00951440, -0.06428439, 0.76828206, 0.01562249, 0.01730583, 0.14623715, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.6800, 6668, 0.09900054, 0.07678740, -1.16038442, 11.67529011, -21.64829254, -5.94092989, -176.23501587, -123.41420746, -35.63285446, -4.88191891, 5.31644869, -100.97395325, 0.63651639, -0.00867849, -0.06230335, 0.76869369, -0.00488879, 0.00866096, 0.16849720, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.6900, 6669, 0.10445123, 0.08232220, -1.17375100, 11.25578403, -22.40641022, -7.57894087, -177.22888184, -123.67728424, -36.88979721, -4.77451515, 5.08680153, -101.03085327, 0.63611960, -0.00775947, -0.06030927, 0.76919091, -0.01428411, 0.00126717, 0.18133916, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.7000, 6670, 0.09807705, 0.08666757, -1.17811382, 10.31739521, -21.78332901, -9.23544884, -177.22888184, -123.67728424, -36.88979721, -4.67778540, 4.86210299, -101.10521698, 0.63560581, -0.00682142, -0.05841357, 0.76977050, -0.01186818, -0.00480210, 0.18520658, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.7100, 6671, 0.08123699, 0.08413374, -1.18230593, 9.32842541, -20.44705009, -10.33455086, -180.00584412, -123.18035889, -37.03595352, -4.59169197, 4.64995241, -101.19200134, 0.63500875, -0.00591266, -0.05665879, 0.77040166, 0.00119879, -0.00380760, 0.18895259, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.7200, 6672, 0.05776264, 0.07981628, -1.19265556, 7.62519598, -18.70390129, -11.31555557, -177.75503540, -122.47880554, -35.92516708, -4.51891088, 4.44245577, -101.29085541, 0.63433033, -0.00496468, -0.05501975, 0.77108580, 0.02111557, -0.00080269, 0.19890828, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.7300, 6673, 0.02153155, 0.07276005, -1.20583034, 5.31029987, -17.86435127, -12.05114365, -178.36889648, -122.77111816, -36.21747971, -4.47387838, 4.25491905, -101.39730835, 0.63360161, -0.00399872, -0.05367867, 0.77178466, 0.05389091, 0.00527876, 0.21173748, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.7400, 6674, -0.01960286, 0.07302944, -1.22914481, 2.47722030, -18.31941223, -12.70771408, -177.93043518, -123.18035889, -36.50979233, -4.45728254, 4.06239223, -101.51003265, 0.63282949, -0.00284236, -0.05250328, 0.77250391, 0.09172817, 0.00454644, 0.23477122, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.7500, 6675, -0.06452426, 0.07176717, -1.23200727, -0.37409753, -21.01007843, -13.64093685, -177.93043518, -123.18035889, -36.50979233, -4.46929312, 3.84231782, -101.62996674, 0.63200474, -0.00134284, -0.05137153, 0.77325886, 0.13301745, 0.00585750, 0.23738065, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.7600, 6676, -0.10574546, 0.07290348, -1.21303284, -3.12523985, -24.51776886, -14.81992054, -179.07044983, -122.44957733, -35.86670685, -4.50889397, 3.58629656, -101.75879669, 0.63111293, 0.00055040, -0.05023181, 0.77406263, 0.17001617, 0.00525858, 0.21816689, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.7700, 6677, -0.11839492, 0.07225241, -1.18212628, -4.85883093, -27.60119247, -16.46693230, -180.35661316, -124.40806580, -36.30517197, -4.56193495, 3.25848985, -101.89849091, 0.63013393, 0.00300178, -0.04879372, 0.77494615, 0.17765424, 0.00681480, 0.18702137, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.7800, 6678, -0.09772551, 0.06841631, -1.17271531, -4.86893845, -27.55327797, -17.14668655, -179.24583435, -122.27418518, -37.67903900, -4.61871958, 2.97011566, -102.04759216, 0.62908775, 0.00520585, -0.04760312, 0.77585793, 0.15141067, 0.01163462, 0.17737228, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.7900, 6679, -0.08617232, 0.07477238, -1.16357565, -3.11415911, -24.80009270, -16.95620728, -179.56738281, -122.36187744, -37.44519043, -4.65724230, 2.70921040, -102.19672394, 0.62803912, 0.00712636, -0.04644454, 0.77676189, 0.13508518, 0.00611408, 0.16805412, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.8000, 6680, -0.08689763, 0.06689519, -1.15101743, 0.67058367, -19.38638306, -14.88549995, -181.99356079, -122.47880554, -37.59134674, -4.65656900, 2.50389242, -102.32947540, 0.62710774, 0.00846407, -0.04532713, 0.77756649, 0.13183755, 0.01427855, 0.15533146, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.8100, 6681, -0.06513140, 0.06069884, -1.17167222, 5.82126093, -12.75392246, -11.50390339, -181.99356079, -122.47880554, -37.59134674, -4.60279131, 2.36747384, -102.43392181, 0.62638128, 0.00905646, -0.04422553, 0.77820867, 0.10723989, 0.01990287, 0.17581595, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.8200, 6682, -0.02634962, 0.07057891, -1.18841374, 10.44027042, -7.22539663, -8.59763050, -180.03507996, -123.03420258, -36.48056030, -4.49664259, 2.26642513, -102.51361847, 0.62583208, 0.00913351, -0.04295973, 0.77872032, 0.06663736, 0.00854008, 0.19236329, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.8300, 6683, -0.00853597, 0.08907161, -1.18338144, 14.32527542, -3.69418430, -7.02337694, -180.88278198, -122.36187744, -35.69131851, -4.35602188, 2.22416973, -102.58083344, 0.62537950, 0.00862853, -0.04177882, 0.77915382, 0.04759471, -0.01221630, 0.18710482, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.8400, 6684, -0.03676745, 0.09911451, -1.13213766, 16.45520592, -1.02498126, -6.34818363, -180.23970032, -123.09265900, -35.19438553, -4.19388962, 2.20921659, -102.64342499, 0.62496328, 0.00782332, -0.04059919, 0.77955854, 0.07538064, -0.02496976, 0.13563830, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.8500, 6685, -0.05542865, 0.10384174, -1.08956850, 16.73629951, 2.48474693, -6.42881107, -181.11663818, -122.27418518, -35.66208649, -4.02907515, 2.22939205, -102.70935059, 0.62452793, 0.00676425, -0.03959168, 0.77996904, 0.09413807, -0.03256475, 0.09286372, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.8600, 6686, -0.04998916, 0.11227979, -1.06220663, 15.99798012, 7.69077396, -6.88453960, -181.11663818, -122.27418518, -35.66208649, -3.87201762, 2.30137825, -102.78336334, 0.62404150, 0.00539261, -0.03891779, 0.78040284, 0.08959633, -0.04379591, 0.06534122, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.8700, 6687, -0.01523593, 0.12159210, -1.07954884, 14.77223873, 13.33764648, -7.48465204, -184.30282593, -123.85267639, -35.07746124, -3.74847484, 2.41193342, -102.85433197, 0.62357575, 0.00394212, -0.03867991, 0.78079545, 0.05663225, -0.05562712, 0.08258627, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.8800, 6688, 0.03084522, 0.13214208, -1.11805308, 12.49604702, 18.10847282, -8.72648716, -181.55509949, -122.56649780, -35.48669815, -3.62782216, 2.58703589, -102.95314026, 0.62292314, 0.00205766, -0.03881082, 0.78131700, 0.01308940, -0.06816977, 0.12106957, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.8900, 6689, 0.06891597, 0.13652974, -1.14472580, 9.79655838, 21.28056526, -10.28073215, -180.79508972, -122.42034149, -35.51593018, -3.53530335, 2.79301119, -103.06915283, 0.62215042, 0.00010893, -0.03929778, 0.78191084, -0.02156702, -0.07437082, 0.14778389, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.9000, 6690, 0.09572732, 0.14097284, -1.15081620, 6.32514572, 23.06623840, -12.08819294, -179.97660828, -122.56649780, -37.35749817, -3.47889185, 3.01585770, -103.20407104, 0.62124503, -0.00176699, -0.04011838, 0.78258681, -0.04459132, -0.08007011, 0.15398377, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.9100, 6691, 0.08489213, 0.14304073, -1.09929132, 2.27408171, 24.38918304, -13.95486164, -179.97660828, -122.56649780, -37.35749817, -3.46458411, 3.25085640, -103.35834503, 0.62020445, -0.00350707, -0.04128736, 0.78334504, -0.02974056, -0.08264619, 0.10264219, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.9200, 6692, 0.05132086, 0.13700026, -1.02733481, -0.68908584, 26.12960434, -14.89345264, -180.94123840, -122.94650269, -34.05437088, -3.51029205, 3.49243355, -103.50786591, 0.61919552, -0.00496930, -0.04289789, 0.78404844, 0.00805425, -0.07640764, 0.03094058, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.9300, 6693, 0.02090912, 0.12785956, -0.96182251, -3.25244641, 29.29721451, -14.77260303, -179.59660339, -123.06343079, -36.15901566, -3.55331874, 3.77575421, -103.67367554, 0.61807406, -0.00674286, -0.04470969, 0.78481847, 0.04304653, -0.06632064, -0.03423002, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.9400, 6694, 0.01519888, 0.11978639, -0.92584670, -5.54592419, 32.43444443, -14.07791710, -181.32124329, -122.82958221, -36.04209137, -3.61982608, 4.09066248, -103.83483124, 0.61698371, -0.00861021, -0.04684699, 0.78553319, 0.05404476, -0.05726632, -0.06979083, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.9500, 6695, 0.01627433, 0.11654304, -0.92332387, -7.64251423, 34.89993668, -13.20733070, -179.83045959, -121.68955994, -35.51593018, -3.70772505, 4.43051338, -103.98934937, 0.61593801, -0.01053716, -0.04925960, 0.78618240, 0.05874632, -0.05265608, -0.07180796, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.9600, 6696, 0.01126671, 0.10877244, -0.90142512, -8.90930843, 35.84421921, -12.18356609, -179.83045959, -121.68955994, -35.51593018, -3.80849862, 4.78020144, -104.13491058, 0.61495262, -0.01246507, -0.05180839, 0.78676170, 0.06977751, -0.04323032, -0.09312652, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.9700, 6697, 0.00501367, 0.10251036, -0.87956864, -9.00628376, 34.24118042, -10.85693359, -180.38584900, -120.60800934, -37.97135162, -3.92386603, 5.08782482, -104.25686646, 0.61412871, -0.01402027, -0.05423020, 0.78721559, 0.08188704, -0.03517059, -0.11436859, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.9800, 6698, -0.00093944, 0.09532366, -0.85731155, -7.90168238, 31.42162132, -9.05831051, -175.73808289, -121.33879089, -36.15901566, -4.01316357, 5.39501858, -104.36946106, 0.61336476, -0.01571248, -0.05646782, 0.78762186, 0.09298462, -0.02619949, -0.13603997, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 66.9900, 6699, -0.01625437, 0.08961344, -0.82150537, -6.60997963, 29.28935051, -7.83908701, -177.28733826, -119.17568207, -36.94826126, -4.08884907, 5.68164063, -104.46881104, 0.61268848, -0.01733314, -0.05850040, 0.78796589, 0.11340985, -0.01911591, -0.17126298, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 67.0000, 6700, -0.03370874, 0.08129399, -0.79447544, -5.43466711, 27.01335716, -6.83186913, -177.60888672, -119.49722290, -38.35136032, -4.15210772, 5.94616747, -104.55680847, 0.61208713, -0.01886516, -0.06032856, 0.78826010, 0.13560875, -0.00966157, -0.19773605, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 67.0100, 6701, -0.03819749, 0.07207084, -0.78098184, -4.99790573, 24.92658997, -6.33976221, -177.60888672, -119.49722290, -38.35136032, -4.21074057, 6.19014692, -104.63866425, 0.61152649, -0.02027943, -0.06201409, 0.78852928, 0.14446373, 0.00056493, -0.21069863, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 67.0200, 6702, -0.03374714, 0.06434076, -0.77944082, -4.93485451, 22.74719048, -6.24902153, -174.94883728, -119.35106659, -36.50979233, -4.27124023, 6.36753416, -104.71087646, 0.61103398, -0.02122087, -0.06335868, 0.78877944, 0.14383000, 0.00926788, -0.21175186, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 67.0300, 6703, -0.02831869, 0.05833407, -0.78377706, -5.25575829, 20.08403587, -6.70796776, -178.25196838, -120.05261230, -37.38673019, -4.33308840, 6.56277704, -104.79334259, 0.61046994, -0.02228593, -0.06480373, 0.78906929, 0.14139149, 0.01633282, -0.20699976, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 67.0400, 6704, -0.03034690, 0.05176996, -0.79357237, -5.55747843, 15.93266392, -7.07797289, -175.24114990, -118.18181610, -37.73750305, -4.39829731, 6.71625471, -104.87660217, 0.60990250, -0.02304689, -0.06604894, 0.78938293, 0.14636943, 0.02397660, -0.19678149, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 67.0500, 6705, -0.03892947, 0.05397025, -0.78314286, -5.64564800, 11.26806927, -7.40831518, -177.75503540, -117.71411896, -36.48056030, -4.46456003, 6.82287455, -104.95975494, 0.60933805, -0.02347988, -0.06705246, 0.78972143, 0.15710837, 0.02290372, -0.20686913, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 67.0600, 6706, -0.05262762, 0.05186958, -0.76520187, -5.21497440, 7.54634666, -7.45888853, -176.55656433, -117.42180634, -38.05904770, -4.52636766, 6.89226055, -105.04059601, 0.60879028, -0.02367896, -0.06782841, 0.79007155, 0.17223448, 0.02608571, -0.22455415, 0.00000000, 0.00000000, 0.00000000, 0.00000000
